utterance_idx,ut_len,Negative_score,Neutral_score,Positivity_score,Happy,Fear,Sad,Bored,Angry,Excited,news,query,spam,marketing,feedback,complaint,suggestion,appreciation,IMPACT,EDUCATION,POLITICS,ENTERTAINMENT,TASTE,SPORTS,HEALTHYLIVING,GREEN,BUSINESS,WORLDPOST,TECH,SCIENCE,ARTS&CULTURE,CRIME,TRAVEL,RELIGION,Talker,context_encoded,Empathy,,,
1,1,0.036,0.677,0.287,0.306753989,0.142937921,0.119024969,0.093281563,0.086181963,0.251819596,0.219,0.052,0.125,0.568,0.037,0,0,0,0.430969954,0,0.145615295,0.083114855,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,,
1,72,0.575,0.349,0.076,0.022622855,0.104599523,0.852730638,0.002416338,0.009947323,0.007683323,0.001,0.016,0.722,0.001,0.261,0,0,0,0.92963779,0,0.025528617,0,0,0,0.034531269,0,0,0,0,0,0,0,0,0,1,24,3,,,
2,196,0.013,0.052,0.935,0.418457027,0.257463094,0.015472432,0.017288436,0.022716431,0.268602581,0.047,0.118,0.204,0.146,0.485,0.008,0.024,0.968,0,0,0,0.951209724,0,0,0,0,0,0,0,0,0.01346263,0,0.008665187,0,2,26,5,,,
4,139,0.371,0.425,0.204,0.202400417,0.271714142,0.199789827,0.059017685,0.146501408,0.120576522,0.004,0.073,0.201,0.007,0.715,0.186,0.03,0.785,0.967609882,0,0,0.013726664,0,0,0,0,0,0,0,0,0.005238782,0,0,0,2,26,5,,,
3,88,0.46,0.413,0.127,0.199865872,0.126655137,0.242751888,0.112373789,0.107320076,0.211033239,0.017,0.013,0.599,0.008,0.364,0,0,0,0.031884313,0,0.952529907,0,0,0,0,0,0.004812601,0,0,0,0,0,0,0,1,29,4,,,
4,70,0.015,0.035,0.95,0.406929613,0.058216133,0.023804318,0.008656336,0.055287545,0.447106055,0.099,0.011,0.061,0.058,0.771,0,0.001,0.998,0,0,0.160859138,0.601718247,0,0.115243278,0,0,0,0,0,0,0,0,0,0,2,29,4,,,
1,64,0.378,0.432,0.191,0.108531007,0.250349621,0.322388284,0.043222172,0.14098225,0.134526667,0.022,0.309,0.212,0.051,0.405,0.327,0.239,0.434,0.846519411,0,0,0.053742223,0.025543913,0,0,0,0,0,0,0,0,0,0,0,1,17,4,,,
2,73,0.143,0.561,0.296,0.349299813,0.222060368,0.081285096,0,0.082161643,0.26519308,0.006,0.253,0.24,0.027,0.474,0.043,0.139,0.818,0.514111161,0,0.088394843,0.187797621,0,0,0,0,0,0,0,0,0,0,0,0,2,17,4,,,
1,134,0.887,0.077,0.035,0.025053581,0.190062857,0.337847688,0.029885449,0.37103739,0.046113035,0.033,0.289,0.088,0.005,0.585,0.871,0.037,0.092,0.78221345,0,0.075112015,0,0,0,0.032025088,0,0,0,0,0,0,0,0,0,1,2,3,,,
1,178,0.34,0.465,0.194,0.169232695,0.284630755,0.237802137,0.027130392,0.066544408,0.214659614,0.033,0.099,0.379,0.015,0.473,0.173,0.218,0.609,0.041962352,0,0,0.057186507,0,0,0,0,0,0,0,0,0,0,0.831905544,0,1,31,4,,,
4,96,0.365,0.446,0.188,0.213223606,0.237311769,0.186224357,0,0.163894186,0.199346083,0.004,0.378,0.288,0.025,0.304,0,0,0,0.065936908,0,0,0.278073877,0,0,0,0,0,0,0,0,0,0,0.445508778,0,2,31,4,,,
1,118,0.013,0.197,0.79,0.554904619,0.255457588,0.049618409,0,0.01319399,0.126825395,0.012,0.021,0.372,0.032,0.562,0.002,0.006,0.992,0.298531562,0,0,0.387045592,0,0,0.238361552,0,0,0,0,0,0,0,0,0,1,19,3,,,
1,131,0.585,0.381,0.034,0.161154655,0.392595386,0.192481617,0.026421377,0.069921022,0.157425943,0.009,0.114,0.083,0.001,0.792,0.626,0.3,0.074,0.894732356,0,0,0,0,0,0.067298219,0,0,0,0,0,0,0,0,0.021967769,1,0,4,,,
2,32,0.634,0.355,0.011,0.031522876,0.445913737,0.192758358,0.084756522,0.175981647,0.06906686,0.012,0.35,0.52,0.003,0.114,0,0,0,0.054610461,0,0.127950072,0.638750434,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,,,
1,146,0.423,0.393,0.185,0.130432383,0.281105319,0.351800034,0.051610677,0.123817531,0.061234055,0.005,0.18,0.591,0.009,0.215,0,0,0,0.966664374,0,0,0.016724154,0,0,0.004679818,0,0,0,0,0,0,0,0,0,1,23,4,,,
4,113,0.205,0.236,0.558,0.315365287,0.152431705,0.113257036,0.099228923,0.115806484,0.203910565,0.011,0.042,0.111,0.056,0.779,0.106,0.053,0.841,0.476128548,0,0,0.277022541,0,0,0,0,0,0,0,0,0.115347937,0,0,0,2,28,4,,,
3,19,0.037,0.486,0.477,0.254082524,0.171552894,0.188237014,0.070413474,0.113613662,0.202100432,0.004,0.008,0.819,0.007,0.163,0,0,0,0,0,0.202760071,0.40261212,0.153201729,0,0,0,0,0,0,0,0,0,0,0,1,22,4,,,
1,84,0.294,0.188,0.518,0.248578909,0.216943977,0.193247468,0.031085168,0.085193497,0.224950981,0.022,0.052,0.345,0.053,0.528,0.053,0.027,0.92,0.647716701,0,0.059244391,0.077649131,0,0,0,0,0,0,0,0,0,0,0,0,1,29,4,,,
1,142,0.049,0.386,0.565,0.339572268,0.096179322,0.137549186,0.028358508,0.039323552,0.359017165,0.09,0.026,0.385,0.068,0.431,0.032,0.108,0.86,0.526015937,0.409425527,0.03592201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,4,,,
3,24,0.029,0.331,0.64,0.334048352,0.170992592,0.168992768,0,0.048627659,0.277338629,0.023,0.052,0.753,0.075,0.098,0,0,0,0.190757737,0,0.392411321,0.217135191,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,,
1,34,0.121,0.673,0.206,0.10418711,0.280662129,0.302493221,0.069117376,0.074432207,0.169107957,0.003,0.008,0.753,0.004,0.233,0,0,0,0.260107487,0.03380736,0,0.669516265,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,,,
3,40,0.174,0.299,0.527,0.410324544,0.112647811,0.148409758,0.033714532,0.089198582,0.205704774,0.016,0.045,0.278,0.06,0.602,0.014,0.021,0.965,0.13742958,0,0.257324487,0.536151946,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,,,
3,47,0.203,0.467,0.33,0.161522633,0.362130121,0.241916955,0.050660296,0.07185171,0.111918286,0.003,0.207,0.498,0.005,0.287,0,0,0,0.389485121,0,0,0.189948082,0,0,0,0.143435642,0,0,0,0,0,0,0,0,1,14,4,,,
4,54,0.032,0.145,0.823,0.309412253,0.220350256,0.11353303,0,0.172790559,0.183913902,0.01,0.016,0.719,0.034,0.222,0,0,0,0,0,0.054789614,0.805366755,0.036472019,0,0,0,0,0,0,0,0,0,0,0,2,3,4,,,
5,56,0.01,0.129,0.861,0.677598042,0.164283045,0.009027065,0,0.019572287,0.129519561,0.002,0.06,0.119,0.005,0.814,0.001,0.015,0.984,0.469450921,0,0.105335869,0.361520052,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,,
1,35,0.786,0.179,0.036,0.138889512,0.082095211,0.242116178,0.078591046,0.371672476,0.086635577,0.035,0.209,0.183,0.008,0.565,0.692,0.053,0.255,0.356283724,0,0.29282856,0.152369112,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,,,
2,9,0.021,0.948,0.031,0.032669875,0.19722976,0.459879391,0.068176676,0.193363401,0.048680898,0,0.972,0.026,0,0.002,0,0,0,0.308272362,0,0,0.134994596,0,0,0,0,0,0,0.146382794,0,0,0,0,0,2,6,3,,,
3,127,0.802,0.179,0.019,0.040836605,0.121543844,0.295908213,0.112623073,0.382150721,0.046937543,0.003,0.19,0.311,0.004,0.492,0.776,0.034,0.19,0.940067768,0,0,0.01189138,0,0,0.041458018,0,0,0,0,0,0,0,0,0,1,18,4,,,
1,61,0.682,0.289,0.029,0.03700094,0.319323227,0.443843526,0.015689158,0.131739885,0.052403265,0.008,0.116,0.627,0.001,0.249,0,0,0,0.921987593,0,0,0,0,0,0.037585706,0,0,0.011612925,0,0,0,0,0,0,1,10,3,,,
3,53,0.242,0.591,0.167,0.299045846,0.11210071,0.095850478,0.07603893,0.146524847,0.270439189,0.003,0.101,0.261,0.017,0.618,0.238,0.203,0.559,0.726970911,0,0.034450084,0,0,0,0.163733542,0,0,0,0,0,0,0,0,0,1,31,3,,,
4,66,0.908,0.091,0.001,0.004642181,0.499899574,0.284072934,0.018596262,0.161215729,0.03157332,0.002,0.603,0.15,0,0.245,0,0,0,0,0,0,0.978845477,0.005250712,0.004673796,0,0,0,0,0,0,0,0,0,0,2,17,3,,,
1,69,0.291,0.605,0.104,0.082856789,0.431409246,0.082024527,0.02907935,0.070333906,0.304296183,0.004,0.008,0.654,0.006,0.328,0,0,0,0.972691953,0,0,0,0,0,0.002986847,0,0,0.014475911,0,0,0,0,0,0,1,5,4,,,
2,53,0.876,0.115,0.009,0.03108986,0.512657429,0.185015606,0.082200167,0.118248717,0.070788222,0.006,0.241,0.327,0.002,0.424,0.922,0.057,0.021,0,0,0.017268878,0.954135656,0,0.011512864,0,0,0,0,0,0,0,0,0,0,2,5,4,,,
4,78,0.286,0.593,0.121,0.128934992,0.361269727,0.072583711,0.028908336,0.072460707,0.335842528,0.016,0.11,0.355,0.015,0.504,0.156,0.786,0.058,0,0,0,0.998066723,0,0,0,0,0,0,0,0,6.33E-04,3.34E-04,0,0,2,5,4,,,
4,34,0.109,0.446,0.445,0.248148492,0.199362783,0.101081203,0.172063923,0.141425816,0.137917784,0.003,0.014,0.596,0.02,0.367,0,0,0,0,0,0.042628244,0.791737437,0.103627622,0,0,0,0,0,0,0,0,0,0,0,2,17,3,,,
3,85,0.913,0.077,0.01,0.087426647,0.229856229,0.333286391,0.052001079,0.236593706,0.060835948,0.005,0.253,0.216,0.004,0.522,0.655,0.051,0.294,0.541520596,0,0,0.122627296,0,0,0.115535729,0,0,0,0,0,0,0,0,0,1,4,4,,,
2,25,0.596,0.392,0.011,0.113138672,0.161215375,0.275931788,0.174130207,0.221291196,0.054292762,0.014,0.201,0.604,0.003,0.178,0,0,0,0.155716032,0,0,0.313017637,0,0,0.176215112,0,0,0,0,0,0,0,0,0,2,9,3,,,
3,39,0.892,0.089,0.02,0.006506063,0.379283452,0.418157134,0.011091302,0.178901814,0.006060235,0.006,0.131,0.242,0.001,0.62,0.901,0.056,0.043,0.250412107,0,0.09456826,0,0,0,0.423242003,0,0,0,0,0,0,0,0,0,1,4,4,,,
4,10,0.015,0.101,0.884,0.417028749,0.136570016,0.041507136,0.105154861,0.067441548,0.23229769,0.007,0.003,0.195,0.161,0.634,0,0.001,0.999,0.482490689,0,0.092641719,0.283966035,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,,,
4,48,0.587,0.254,0.159,0.079587715,0.155439397,0.285301929,0.064953762,0.381712665,0.033004532,0.008,0.114,0.251,0.011,0.616,0.069,0.01,0.921,0.072348557,0,0,0.186981022,0,0,0,0,0.569226563,0,0,0,0,0,0,0,2,20,3,,,
1,45,0.663,0.278,0.059,0.014376683,0.147087236,0.744699103,0.015188502,0.051304592,0.027343885,0.006,0.064,0.66,0.003,0.268,0,0,0,0.40713796,0,0.36850065,0,0,0,0.091032662,0,0,0,0,0,0,0,0,0,1,23,3,,,
3,45,0.285,0.559,0.156,0.082677808,0.246594004,0.198343325,0.051548481,0.253909597,0.166926784,0.006,0.213,0.25,0.011,0.52,0.232,0.25,0.518,0.037080605,0,0,0.893597007,0,0,0,0,0,0,0,0,0.034120828,0,0,0,1,26,4,,,
2,37,0.075,0.499,0.425,0.105534291,0.136967908,0.223680108,0.294127877,0.131750614,0.107939202,0.068,0.161,0.419,0.02,0.333,0,0,0,0.469552606,0,0.174188584,0,0,0,0,0.1329083,0,0,0,0,0,0,0,0,2,27,2,,,
2,30,0.07,0.853,0.077,0.212038394,0.251237854,0.150642225,0.08836349,0.191333242,0.106384796,0,0.86,0.118,0.001,0.021,0,0,0,0.04772846,0,0.016058246,0.898010433,0,0,0,0,0,0,0,0,0,0,0,0,2,28,5,,,
4,99,0.886,0.086,0.028,0.07188536,0.279247978,0.115930742,0.008117295,0.184984751,0.339833874,0.124,0.181,0.152,0.024,0.519,0.298,0.152,0.55,0.059052959,0,0,0.809135199,0,0,0.030867843,0,0,0,0,0,0,0,0,0,2,6,3,,,
1,29,0.088,0.503,0.41,0.169835875,0.439747992,0.077472711,0.023099515,0.037146332,0.252697575,0.032,0.033,0.245,0.147,0.543,0.047,0.134,0.819,0.665777028,0,0.084302388,0.123542018,0,0,0,0,0,0,0,0,0,0,0,0,1,19,3,,,
2,48,0.257,0.615,0.129,0.073101667,0.098265094,0.199303775,0.163531143,0.415685145,0.050113176,0.002,0.374,0.359,0.023,0.243,0,0,0,0,0,0.007490431,0.975002468,0,0,0,0,0.003720029,0,0,0,0,0,0,0,2,19,3,,,
1,54,0.875,0.117,0.008,0.003867077,0.515722712,0.375274861,0.017358927,0.057532815,0.030243609,0.002,0.042,0.38,0,0.576,0.941,0.018,0.041,0.529922307,0,0.193962246,0,0,0,0.196784645,0,0,0,0,0,0,0,0,0,1,0,3,,,
4,27,0,0.005,0.995,0.398700882,0.142274296,0.024599478,0.015018401,0.071591023,0.347815921,0.017,0.002,0.035,0.821,0.126,0,0,0,0.632098198,0,0.121273957,0.161558896,0,0,0,0,0,0,0,0,0,0,0,0,2,29,4,,,
4,20,0.015,0.136,0.849,0.484369179,0.165828781,0.02556863,0.033207124,0.026443138,0.264583148,0.011,0.024,0.349,0.127,0.489,0.002,0.006,0.992,0,0,0.237733141,0.571568131,0,0.062625915,0,0,0,0,0,0,0,0,0,0,2,16,4,,,
1,61,0.103,0.409,0.488,0.214424368,0.150581897,0.092935019,0.034978733,0.11484302,0.392236962,0.118,0.031,0.174,0.143,0.533,0.152,0.071,0.777,0.305719376,0,0,0,0.149474889,0,0,0,0.192257196,0,0,0,0,0,0,0,1,17,3,,,
3,33,0.629,0.342,0.029,0.055250425,0.173562277,0.333258029,0.196697192,0.219042107,0.02218997,0.004,0.166,0.26,0.006,0.564,0.871,0.022,0.107,0.407369286,0,0,0.286502808,0,0,0,0.091155469,0,0,0,0,0,0,0,0,1,2,3,,,
1,48,0.767,0.195,0.038,0.028476353,0.191341143,0.505311763,0.064548216,0.133240403,0.077082123,0.012,0.041,0.553,0.005,0.389,0,0,0,0.454572827,0,0,0.339306921,0,0.04804118,0,0,0,0,0,0,0,0,0,0,1,29,3,,,
3,100,0.053,0.266,0.681,0.573995675,0.229968668,0.067450989,0.004889326,0.014828058,0.108867284,0.005,0.015,0.212,0.007,0.761,0.003,0.003,0.994,0.567571282,0,0.145930156,0,0,0,0.148150802,0,0,0,0,0,0,0,0,0,1,26,4,,,
4,63,0.095,0.655,0.251,0.056639202,0.433391797,0.236021832,0.052672479,0.106990365,0.114284325,0.009,0.019,0.539,0.006,0.428,0,0,0,0.608631074,0,0.091823384,0,0,0,0.117742546,0,0,0,0,0,0,0,0,0,2,26,4,,,
1,86,0.819,0.167,0.014,0.017102083,0.214215661,0.465616124,0.021055743,0.242295565,0.039714824,0.005,0.559,0.204,0.002,0.23,0,0,0,0.496210367,0,0,0.178762734,0,0,0,0,0.142608047,0,0,0,0,0,0,0,1,13,3,,,
3,115,0.915,0.079,0.006,0.053524973,0.217068826,0.259044193,0.023182812,0.356230755,0.090948441,0.005,0.183,0.278,0.005,0.529,0.893,0.058,0.049,0.400232822,0.131836385,0,0,0,0,0,0,0.276383042,0,0,0,0,0,0,0,1,13,3,,,
4,102,0.848,0.112,0.04,0.039107723,0.30123534,0.322672589,0.039480602,0.266727526,0.030776221,0.011,0.301,0.156,0.006,0.527,0.614,0.078,0.308,0.225859076,0,0,0.12700063,0,0,0.444330961,0,0,0,0,0,0,0,0,0,2,4,4,,,
1,17,0.247,0.638,0.115,0.07388697,0.755230638,0.053160533,0.015135665,0.016729449,0.085856745,0.004,0.507,0.24,0.007,0.241,0,0,0,0.452579498,0,0.120222554,0.268757612,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,,
1,37,0.161,0.473,0.366,0.13882841,0.301545141,0.176883933,0.109040641,0.087660089,0.186041786,0.006,0.044,0.23,0.029,0.691,0.075,0.173,0.753,0.218946219,0,0.047117062,0.541766584,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,,,
3,108,0.848,0.122,0.03,0.033235167,0.25711778,0.347488798,0.063228701,0.234240972,0.064688582,0.146,0.128,0.178,0.017,0.532,0.892,0.039,0.069,0.219372422,0,0.222734571,0,0,0,0.239753425,0,0,0,0,0,0,0,0,0,1,10,2,,,
3,52,0.32,0.433,0.247,0.212841561,0.241815197,0.168739504,0.162023026,0.101477657,0.113103056,0.005,0.345,0.368,0.012,0.27,0,0,0,0.170746386,0,0,0.581478417,0,0,0.092589602,0,0,0,0,0,0,0,0,0,1,11,4,,,
3,109,0.87,0.099,0.031,0.071065345,0.243120741,0.394729235,0.06384355,0.150426727,0.076814402,0.094,0.069,0.198,0.01,0.629,0.658,0.066,0.276,0,0,0.080334991,0.56813705,0.162697807,0,0,0,0,0,0,0,0,0,0,0,1,5,4,,,
1,36,0.01,0.245,0.745,0.237047332,0.379113147,0.017673953,0.004793285,0.022150189,0.339222094,0.051,0.033,0.148,0.152,0.616,0.024,0.157,0.819,0.115971245,0,0.122434452,0.586785674,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,,,
3,93,0.719,0.223,0.058,0.032832182,0.574726685,0.28265054,0.014506912,0.036868135,0.058415546,0.003,0.057,0.105,0.002,0.834,0.614,0.176,0.21,0.287532032,0,0,0.278806239,0,0,0,0,0.134650573,0,0,0,0,0,0,0,1,5,4,,,
4,79,0.626,0.34,0.034,0.143166107,0.172953704,0.551693629,0.014387666,0.040709157,0.077089738,0.003,0.02,0.089,0.001,0.887,0.106,0.08,0.814,0.122683018,0,0,0.618789613,0,0.097568989,0,0,0,0,0,0,0,0,0,0,2,0,5,,,
2,65,0.103,0.76,0.137,0.2395199,0.177388985,0.351398833,0.075326992,0.048043336,0.108321954,0.001,0.102,0.72,0.003,0.174,0,0,0,0.026796196,0,0,0.856391907,0,0,0,0,0,0,0,0,0.064360179,0,0,0,2,24,4,,,
3,128,0.254,0.417,0.329,0.359058765,0.172639551,0.14677211,0.060670808,0.03037074,0.230488026,0.007,0.025,0.408,0.047,0.514,0.034,0.078,0.888,0.852070212,0.024248993,0,0,0,0,0.079420149,0,0,0,0,0,0,0,0,0,1,24,4,,,
4,103,0.076,0.225,0.699,0.303455109,0.205156454,0.156986944,0.039258226,0.074702691,0.220440576,0.008,0.016,0.229,0.064,0.684,0.012,0.029,0.959,0.062367346,0,0,0.46336627,0,0,0,0,0,0,0,0.323328525,0,0,0,0,2,24,4,,,
2,35,0.612,0.383,0.005,0.016936117,0.283247111,0.595925284,0.015724453,0.057565196,0.030601839,0,0.867,0.022,0,0.11,0,0,0,0.607270181,0,0.297141254,0,0,0,0.05528691,0,0,0,0,0,0,0,0,0,2,13,4,,,
4,91,0.468,0.292,0.24,0.276826383,0.138979305,0.132995578,0.067121829,0.12497416,0.259102746,0.012,0.152,0.155,0.051,0.63,0.156,0.297,0.547,0.042284109,0,0,0,0,0.021969369,0.880358458,0,0,0,0,0,0,0,0,0,2,13,4,,,
1,80,0.392,0.259,0.349,0.114684158,0.163443457,0.280597928,0.132801264,0.21028555,0.098187644,0.032,0.335,0.198,0.076,0.358,0.155,0.056,0.789,0.881415606,0,0.061556615,0,0,0,0.034683459,0,0,0,0,0,0,0,0,0,1,14,4,,,
3,66,0.075,0.232,0.693,0.306523816,0.212790962,0.055034228,0.008478695,0.065778794,0.351393505,0.017,0.016,0.22,0.031,0.716,0.012,0.012,0.976,0.593457103,0,0,0.09005674,0,0,0.156034187,0,0,0,0,0,0,0,0,0,1,14,4,,,
3,37,0.257,0.653,0.09,0.130364867,0.12395564,0.035191618,0.016331751,0.475069047,0.219087077,0.427,0.002,0.461,0.032,0.078,0,0,0,0,0,0.057408169,0.522491813,0.34951365,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,,
2,40,0.536,0.457,0.008,0.083647326,0.18645022,0.228348366,0.089883684,0.332901678,0.078768726,0.001,0.825,0.095,0.001,0.079,0,0,0,0.877526999,0.016690502,0,0.046397001,0,0,0,0,0,0,0,0,0,0,0,0,2,26,4,,,
2,29,0.059,0.837,0.104,0.307373805,0.22774498,0.050245697,0.065887057,0.096536507,0.252211956,0.005,0.118,0.599,0.006,0.272,0,0,0,0.091817498,0,0,0.636952996,0.075611442,0,0,0,0,0,0,0,0,0,0,0,2,29,3,,,
4,55,0.286,0.501,0.213,0.230271011,0.191587542,0.097618363,0.087448932,0.131855255,0.261218897,0.011,0.069,0.411,0.042,0.466,0.219,0.313,0.468,0.200047627,0,0.194079503,0.544272184,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,,,
4,41,0.058,0.893,0.049,0.089250411,0.292689638,0.170345487,0.162635427,0.144774555,0.140304482,0.001,0.407,0.395,0.001,0.195,0,0,0,0.515081644,0,0,0.349920541,0,0.04512421,0,0,0,0,0,0,0,0,0,0,2,16,3,,,
2,22,0.045,0.859,0.095,0.045121806,0.636543794,0.142194087,0.036010851,0.073850622,0.066278841,0,0.318,0.559,0.001,0.122,0,0,0,0.031366047,0,0,0.923528194,0,0,0,0,0,0.020154608,0,0,0,0,0,0,2,23,2,,,
3,28,0.045,0.6,0.355,0.348796809,0.20951008,0.075643429,0.048142554,0.04822213,0.269684998,0.024,0.014,0.445,0.252,0.266,0,0,0,0,0,0.177293465,0.146408051,0,0.436581492,0,0,0,0,0,0,0,0,0,0,1,23,2,,,
4,41,0.688,0.249,0.063,0.067124272,0.433623608,0.202090009,0.117962553,0.116182757,0.063016801,0.004,0.042,0.417,0.003,0.535,0.577,0.22,0.203,0.167143747,0,0.546154857,0.204689696,0,0,0,0,0,0,0,0,0,0,0,0,2,23,2,,,
1,40,0.038,0.294,0.667,0.188929935,0.165818526,0.076266969,0.028653176,0.03578624,0.504545155,0.013,0.109,0.335,0.311,0.232,0,0,0,0,0,0.093605354,0.518864334,0,0,0,0,0,0.112806343,0,0,0,0,0,0,1,25,3,,,
2,54,0.224,0.364,0.411,0.253982932,0.168531116,0.235688158,0.095932338,0.13187155,0.113993907,0.002,0.112,0.433,0.023,0.429,0,0,0,0.628955722,0,0,0.121659413,0.098551251,0,0,0,0,0,0,0,0,0,0,0,2,25,3,,,
4,29,0.61,0.341,0.049,0.01746366,0.374994524,0.407009057,0.079721524,0.079329718,0.041481517,0.002,0.102,0.278,0.001,0.618,0.773,0.041,0.186,0.398799896,0,0.318515092,0.109299257,0,0,0,0,0,0,0,0,0,0,0,0,2,24,3,,,
1,74,0.641,0.328,0.031,0.044068689,0.138195883,0.805141929,0.001264836,0.006274729,0.005053934,0.012,0.025,0.654,0,0.309,0,0,0,0.412979335,0,0.052271608,0,0,0,0.480850667,0,0,0,0,0,0,0,0,0,1,10,4,,,
1,83,0.07,0.381,0.549,0.225201706,0.168089681,0.112120921,0.085749245,0.092483513,0.316354935,0.089,0.017,0.351,0.069,0.474,0.072,0.087,0.841,0.194442511,0,0,0.174236774,0,0.423848033,0,0,0,0,0,0,0,0,0,0,1,20,4,,,
3,96,0.631,0.305,0.063,0.033927221,0.154896165,0.732406426,0.012790933,0.042939309,0.023039947,0.001,0.012,0.516,0.001,0.47,0,0,0,0.901775718,0,0,0.04174716,0,0,0.029352123,0,0,0,0,0,0,0,0,0,1,23,5,,,
4,310,0.265,0.353,0.382,0.540974315,0.110273909,0.147063921,0.021180176,0.04108218,0.139425499,0.026,0.155,0.149,0.06,0.61,0.121,0.169,0.711,0.60336405,0.056880564,0,0,0,0,0.330755949,0,0,0,0,0,0,0,0,0,2,23,5,,,
1,111,0.855,0.092,0.052,0.022253728,0.077724553,0.202846898,0.006051062,0.657314874,0.033808886,0.121,0.377,0.069,0.048,0.385,0.885,0.032,0.083,0,0,0,0.179116115,0,0,0,0,0.215660751,0,0,0,0,0.438805968,0,0,1,16,3,,,
2,46,0.705,0.273,0.022,0.035313279,0.132415725,0.207605823,0.047984379,0.519614905,0.05706589,0.003,0.711,0.181,0.002,0.102,0,0,0,0.210413873,0,0.044940349,0.680864573,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3,,,
4,56,0.262,0.643,0.094,0.23455622,0.142208633,0.51098792,0.017678975,0.03406075,0.060507502,0.008,0.316,0.088,0.013,0.575,0.076,0.65,0.275,0.069499739,0,0.285455555,0.397951722,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,,,
2,57,0.701,0.295,0.004,0.040126464,0.185254076,0.426998966,0.108110779,0.211257861,0.028251854,0,0.571,0.102,0,0.327,0,0,0,0,0,0.212956116,0.456946492,0,0,0.132618159,0,0,0,0,0,0,0,0,0,2,1,4,,,
3,23,0.025,0.235,0.74,0.330721391,0.177744085,0.019992997,0.013256332,0.059353529,0.398931666,0.012,0.033,0.3,0.025,0.63,0.006,0.047,0.946,0.387485415,0,0,0.413609147,0,0.072432108,0,0,0,0,0,0,0,0,0,0,1,19,4,,,
1,38,0.046,0.383,0.57,0.202454602,0.315286997,0.060749456,0.01819761,0.057109293,0.346202042,0.082,0.036,0.19,0.207,0.484,0.044,0.201,0.755,0.165553778,0,0.369342029,0,0,0,0,0,0.275249183,0,0,0,0,0,0,0,1,19,4,,,
2,70,0.932,0.064,0.003,0.011055872,0.481646206,0.283913423,0.07457934,0.126803956,0.022001204,0.004,0.511,0.249,0.001,0.235,0,0,0,0,0,0,0.364733636,0.618759751,0,0,0,0.01003641,0,0,0,0,0,0,0,2,11,3,,,
1,89,0.466,0.364,0.17,0.161014901,0.228433288,0.266025941,0.035035989,0.098492554,0.210997328,0.089,0.078,0.42,0.054,0.359,0,0,0,0,0,0.09707731,0.798823535,0,0,0,0,0,0,0,0,0.055292219,0,0,0,1,29,3,,,
4,16,0.02,0.263,0.717,0.351251852,0.121237899,0.057710485,0.039043249,0.114577375,0.316179139,0.029,0.003,0.681,0.057,0.23,0,0,0,0.369854063,0,0.288228631,0.124971122,0,0,0,0,0,0,0,0,0,0,0,0,2,24,3,,,
2,33,0.14,0.22,0.64,0.151810045,0.099711298,0.130873769,0.115583328,0.364973029,0.137048531,0.005,0.012,0.563,0.182,0.238,0,0,0,0,0,0,0.087636478,0,0,0.832357943,0,0,0,0,0.045684718,0,0,0,0,2,8,4,,,
1,136,0.972,0.026,0.002,0.012833248,0.437781611,0.231791309,0.009178305,0.270451557,0.037963969,0.078,0.044,0.321,0.001,0.556,0.924,0.019,0.058,0.634044349,0,0,0.13969712,0,0,0.077683434,0,0,0,0,0,0,0,0,0,1,12,3,,,
3,84,0.489,0.427,0.084,0.368060348,0.196178373,0.214687317,0.021515252,0.10729457,0.09226414,0.024,0.088,0.221,0.004,0.663,0.631,0.07,0.299,0.442936093,0,0,0.224248663,0,0,0,0,0,0.099300295,0,0,0,0,0,0,1,12,3,,,
1,56,0.002,0.085,0.912,0.226985071,0.394121479,0.03240589,0.003537103,0.034339478,0.308610979,0.009,0.033,0.156,0.498,0.304,0,0,0,0.198728114,0,0.002699694,0,0,0,0,0,0,0,0.794473052,0,0,0,0,0,1,3,3,,,
4,41,0.033,0.617,0.351,0.281932018,0.115281502,0.064528622,0.090163223,0.04447023,0.403624407,0.044,0.055,0.534,0.04,0.327,0,0,0,0.043934349,0,0.021357017,0.881379783,0,0,0,0,0,0,0,0,0,0,0,0,2,21,3,,,
3,72,0.485,0.147,0.368,0.347015496,0.241623843,0.104771143,0.011263449,0.117616292,0.177709777,0.022,0.051,0.252,0.02,0.656,0.066,0.039,0.895,0.153713062,0,0,0.792950451,0,0,0,0,0,0.028391264,0,0,0,0,0,0,1,23,4,,,
