utterance_idx,ut_len,Empathy,Talker,Negative_score,Neutral_score,Positivity_score,Happy,Fear,Sad,Bored,Angry,Excited,news,query,spam,marketing,feedback,complaint,suggestion,appreciation,IMPACT,EDUCATION,POLITICS,ENTERTAINMENT,TASTE,SPORTS,HEALTHY LIVING,GREEN,BUSINESS,WORLDPOST,TECH,SCIENCE,ARTS & CULTURE,CRIME,TRAVEL,RELIGION,context_encoded
4,80,4,2,0.49,0.227,0.283,0.2836370981,0.2761020076,0.1287519591,0.0,0.1591910384,0.1523178968,0.013,0.15,0.159,0.024,0.654,0.141,0.097,0.763,0.3512379229,0.0,0.0,0.1609822959,0.0,0.0,0.1854040772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
1,144,4,1,0.805,0.148,0.046,0.0129263803,0.1255661621,0.8390337555,0.0039402742,0.0089420164,0.0095914114,0.011,0.052,0.706,0.002,0.229,0.0,0.0,0.0,0.4704641998,0.4447927773,0.0212363172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
2,80,4,2,0.08,0.217,0.703,0.4351690615,0.2135315334,0.1155041884,0.0186265552,0.0341942007,0.1829744608,0.002,0.014,0.452,0.015,0.518,0.008,0.011,0.981,0.0797035545,0.0,0.0513545647,0.7040087581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
3,96,4,1,0.554,0.351,0.095,0.037847492,0.1591335074,0.7740586468,0.0024025185,0.0158819513,0.0106758841,0.001,0.063,0.488,0.002,0.445,0.0,0.0,0.0,0.9065726399,0.0,0.0,0.0,0.0,0.0,0.068048805,0.0,0.0,0.0099688228,0.0,0.0,0.0,0.0,0.0,0.0,28
4,65,4,2,0.093,0.414,0.493,0.4119305628,0.0939709295,0.1366541309,0.0777175599,0.0801178977,0.1996089192,0.006,0.019,0.263,0.032,0.68,0.01,0.035,0.955,0.3176648915,0.0,0.0,0.3180024922,0.0,0.0,0.0993037298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
1,138,3,1,0.788,0.204,0.009,0.0053909122,0.2214252456,0.6881360918,0.0138888219,0.0582079762,0.0129509522,0.0,0.07,0.34,0.0,0.589,0.861,0.023,0.116,0.9367585182,0.0,0.0,0.0,0.0,0.0,0.0428419188,0.0,0.0094080837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2,37,3,2,0.931,0.064,0.005,0.063305661,0.2456200465,0.2469025017,0.1797535595,0.1182466726,0.1461715587,0.002,0.017,0.438,0.001,0.543,0.87,0.069,0.061,0.4096700251,0.0,0.2207165807,0.1701693833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3,105,3,1,0.912,0.081,0.006,0.0415171818,0.0991665052,0.3051328322,0.0605165948,0.4635473485,0.0301195375,0.002,0.184,0.289,0.001,0.525,0.886,0.009,0.105,0.8780412078,0.0,0.026363628,0.0543096475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
4,54,3,2,0.654,0.304,0.042,0.1103230461,0.2265780173,0.1907988305,0.1918191867,0.1754184236,0.1050624956,0.005,0.677,0.16,0.017,0.141,0.0,0.0,0.0,0.4443258941,0.0,0.0,0.1436594278,0.0,0.0,0.1323589832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1,86,3,1,0.809,0.144,0.047,0.0512689098,0.1878136592,0.4913891677,0.0389607285,0.1780023877,0.0525651472,0.006,0.166,0.402,0.003,0.422,0.768,0.021,0.211,0.0597965717,0.0,0.0,0.915746212,0.0,0.0100171193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
2,66,3,2,0.614,0.32,0.066,0.0937617954,0.2338612305,0.4520669583,0.0425317265,0.1016236905,0.0761545988,0.003,0.689,0.164,0.008,0.136,0.0,0.0,0.0,0.0042562429,0.0,0.0085663274,0.9782139063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
3,62,3,1,0.402,0.346,0.252,0.1361315472,0.2396968935,0.3476561424,0.0181600701,0.1278180212,0.1305373256,0.009,0.03,0.768,0.016,0.178,0.0,0.0,0.0,0.0184211079,0.0,0.148250252,0.8127325177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
4,42,3,2,0.115,0.274,0.611,0.2769738334,0.3115160586,0.0573846965,0.0288083573,0.0960156055,0.2293014487,0.007,0.009,0.56,0.1,0.324,0.0,0.0,0.0,0.0441749617,0.0,0.0290896613,0.8793239594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
1,67,3,1,0.02,0.306,0.674,0.4961491674,0.1736292262,0.1202887457,0.01953517,0.0250240791,0.1653736116,0.016,0.062,0.493,0.042,0.386,0.0,0.0,0.0,0.3702065945,0.0,0.1977180243,0.1453342587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
2,21,3,2,0.015,0.194,0.791,0.4399137975,0.2206669568,0.1459805424,0.0332145334,0.0866131934,0.0736109764,0.003,0.023,0.665,0.017,0.292,0.0,0.0,0.0,0.0,0.0,0.2698521316,0.6306112409,0.0,0.0,0.0,0.0,0.0,0.0239518322,0.0,0.0,0.0,0.0,0.0,0.0,28
3,74,3,1,0.012,0.209,0.779,0.6740316381,0.1485310272,0.0338933867,0.0101529765,0.0129115003,0.1204794712,0.001,0.019,0.238,0.02,0.723,0.0,0.006,0.993,0.4870198965,0.0,0.0,0.2729225457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1517119855,0.0,0.0,0.0,28
4,33,3,2,0.01,0.221,0.77,0.6057481253,0.1173426371,0.0584556652,0.0250296531,0.0151077973,0.178316122,0.012,0.016,0.478,0.04,0.454,0.0,0.0,0.0,0.076989308,0.0,0.0,0.8012531996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334553681,0.0,0.0,0.0,28
5,30,3,1,0.125,0.609,0.266,0.2823054932,0.1360088061,0.0771151311,0.0229864464,0.1261869387,0.3553971846,0.007,0.175,0.171,0.08,0.566,0.054,0.082,0.864,0.1496897042,0.0,0.2143275291,0.4071592689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
1,42,2,1,0.058,0.305,0.637,0.2750203273,0.2848887232,0.0482816269,0.0057162781,0.0090581236,0.377034921,0.022,0.128,0.26,0.125,0.464,0.083,0.068,0.849,0.0620912723,0.0,0.0183809213,0.8821520805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
2,22,2,2,0.085,0.898,0.017,0.1653312928,0.2641696128,0.2942133625,0.1077781689,0.0694220515,0.0990855115,0.0,0.989,0.008,0.0,0.002,0.0,0.0,0.0,0.4642886817,0.0,0.2109171897,0.0934607759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
3,30,2,1,0.072,0.55,0.378,0.0542423906,0.3042563767,0.2471001465,0.1363647433,0.134066794,0.1239695489,0.003,0.141,0.216,0.035,0.605,0.291,0.606,0.103,0.2545403242,0.0,0.0509227701,0.5306299925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
4,27,2,2,0.155,0.802,0.043,0.2775415211,0.2385868585,0.1118791409,0.0882636751,0.0861251092,0.1976036953,0.001,0.863,0.088,0.002,0.045,0.0,0.0,0.0,0.6658291221,0.0,0.2410090566,0.0,0.0,0.0,0.0381958261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
5,55,2,1,0.901,0.088,0.01,0.0420356059,0.2045807274,0.3294572077,0.1164585102,0.2203876584,0.0870802904,0.013,0.679,0.089,0.012,0.208,0.0,0.0,0.0,0.156203866,0.0,0.0,0.603944838,0.0,0.0,0.0,0.0,0.0,0.0,0.0638504326,0.0,0.0,0.0,0.0,0.0,22
1,53,4,1,0.02,0.131,0.85,0.4764226213,0.1658105709,0.0233455,0.00920038,0.0112767656,0.3139441623,0.002,0.016,0.326,0.072,0.583,0.007,0.033,0.96,0.3042113781,0.0,0.1712403297,0.2759185731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
2,23,4,2,0.056,0.649,0.295,0.27506611,0.3020569917,0.0404684996,0.1258990117,0.0697987182,0.1867106688,0.001,0.83,0.081,0.006,0.082,0.0,0.0,0.0,0.0,0.0,0.2909864187,0.2846412361,0.0,0.0,0.0,0.0,0.0,0.0,0.1848738194,0.0,0.0,0.0,0.0,0.0,22
3,53,4,1,0.014,0.17,0.816,0.2948002359,0.2924705833,0.1408836555,0.0240834522,0.0473788791,0.200383194,0.002,0.009,0.641,0.019,0.329,0.0,0.0,0.0,0.7414501905,0.0,0.0,0.0990418121,0.0,0.0,0.0683360323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
4,78,4,2,0.01,0.065,0.925,0.5624839179,0.1349370155,0.0255957603,0.0124391951,0.0258881692,0.2386559421,0.002,0.008,0.413,0.042,0.535,0.001,0.005,0.994,0.5763144493,0.0,0.0,0.1751684248,0.0,0.0,0.1191602051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
1,75,4,1,0.08,0.446,0.474,0.2147119959,0.2473632103,0.0860046263,0.0200959284,0.0395507706,0.3922734685,0.107,0.027,0.389,0.09,0.387,0.0,0.0,0.0,0.1496548802,0.0,0.080801025,0.6267396212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
2,42,4,2,0.034,0.079,0.888,0.3516639146,0.1474332352,0.0979887021,0.0464646545,0.1251820305,0.231267463,0.01,0.029,0.253,0.015,0.692,0.003,0.005,0.992,0.0,0.0,0.0135579789,0.9666446447,0.0,0.0061454889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
3,81,4,1,0.693,0.266,0.041,0.1453502747,0.1920079697,0.3527938181,0.0395409781,0.2153879884,0.0549189711,0.003,0.275,0.13,0.014,0.578,0.36,0.086,0.554,0.4974487722,0.0,0.0962470323,0.2269747704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
4,24,4,2,0.116,0.408,0.477,0.3584918118,0.048007245,0.0466626146,0.175317426,0.1191655527,0.2523553499,0.03,0.008,0.494,0.021,0.447,0.0,0.0,0.0,0.0546502247,0.0,0.0180961955,0.9183661342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
5,91,4,1,0.019,0.106,0.875,0.7149700961,0.0343786998,0.0501722753,0.0045766116,0.0137034554,0.1821988618,0.002,0.007,0.246,0.022,0.723,0.001,0.002,0.998,0.9104053974,0.0,0.0,0.0244614799,0.0,0.0,0.0238806047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
1,68,5,1,0.849,0.133,0.018,0.0947404041,0.1929243756,0.4378612225,0.008152979,0.1928883014,0.0734327174,0.011,0.673,0.071,0.006,0.238,0.0,0.0,0.0,0.3772123754,0.0,0.0,0.4145081937,0.0987081677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
2,52,5,2,0.969,0.03,0.001,0.007999681,0.2638290828,0.4697869128,0.0160197805,0.2280873978,0.0142771451,0.004,0.665,0.135,0.001,0.194,0.0,0.0,0.0,0.0258305725,0.0,0.0085908631,0.9457269907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
3,77,5,1,0.936,0.061,0.003,0.0122315891,0.2093058096,0.595989447,0.0116979032,0.1562259262,0.0145493249,0.001,0.184,0.17,0.002,0.644,0.867,0.049,0.084,0.7607129812,0.0,0.0,0.0224123225,0.0,0.0,0.1969072223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4,69,5,2,0.839,0.148,0.013,0.0741745334,0.2446090259,0.4404349107,0.0534138449,0.1542903054,0.0330773797,0.005,0.246,0.117,0.003,0.629,0.549,0.135,0.315,0.2092748582,0.0,0.4423201084,0.0,0.0,0.1379864365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
1,35,5,1,0.017,0.214,0.769,0.505213499,0.1455384642,0.0478601708,0.0224771762,0.0635574513,0.2153532387,0.002,0.027,0.492,0.01,0.469,0.0,0.0,0.0,0.9478980899,0.0,0.0,0.0,0.0,0.0,0.0205728486,0.0,0.0,0.0093139112,0.0,0.0,0.0,0.0,0.0,0.0,31
2,72,5,2,0.094,0.409,0.497,0.2108181389,0.2881348443,0.2497330396,0.0544970822,0.1158776338,0.0809392612,0.003,0.308,0.239,0.027,0.423,0.106,0.414,0.48,0.1375356019,0.0,0.0,0.6762723923,0.0,0.0,0.0837321058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
3,90,5,1,0.716,0.229,0.055,0.0819524635,0.2336430597,0.1346299541,0.070244651,0.3027063528,0.1768235189,0.024,0.069,0.297,0.01,0.599,0.683,0.211,0.105,0.6257606745,0.0,0.0,0.1165850759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1925293058,0.0,0.0,0.0,31
4,52,5,2,0.028,0.1,0.872,0.3219044027,0.0382272915,0.0100617089,0.0111565215,0.1323427723,0.486307303,0.099,0.005,0.13,0.204,0.562,0.004,0.013,0.983,0.4048138261,0.0,0.0,0.2727468908,0.0,0.0,0.1595797241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
1,79,4,1,0.762,0.213,0.025,0.0387388401,0.2334615861,0.2933984574,0.0705381409,0.296282582,0.0675803934,0.007,0.226,0.236,0.002,0.53,0.922,0.015,0.063,0.0795164928,0.0,0.0,0.831620872,0.0,0.0,0.0313829407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2,53,4,2,0.726,0.271,0.003,0.0766974448,0.2627532464,0.2263979031,0.2365958521,0.1248217673,0.0727337862,0.004,0.36,0.278,0.0,0.357,0.0,0.0,0.0,0.080778949,0.0,0.137546435,0.6570301652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
3,35,4,1,0.845,0.143,0.012,0.0318777784,0.1197929594,0.1947481027,0.0661742265,0.5284809155,0.0589260175,0.029,0.059,0.555,0.007,0.35,0.0,0.0,0.0,0.3707743287,0.0,0.0,0.364998132,0.0,0.0945337266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
4,51,4,2,0.935,0.058,0.008,0.116455214,0.0547759626,0.1262900261,0.076848868,0.5973572489,0.0282726804,0.003,0.179,0.142,0.004,0.671,0.949,0.011,0.04,0.2300148755,0.0,0.0,0.240185976,0.0,0.3016171157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
1,62,3,1,0.71,0.254,0.036,0.0430946575,0.1895861865,0.565058153,0.0130911905,0.0903024155,0.0988673969,0.091,0.415,0.398,0.014,0.082,0.0,0.0,0.0,0.144771874,0.0,0.1321739256,0.0,0.0,0.0,0.5327680111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2,69,3,2,0.326,0.617,0.057,0.0907543397,0.3403792776,0.2750590189,0.0763290989,0.1198661706,0.0976120944,0.001,0.926,0.036,0.001,0.037,0.0,0.0,0.0,0.2667100132,0.0,0.0,0.3287733495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168045342,27
3,149,3,1,0.746,0.222,0.032,0.0587932716,0.1955965809,0.2461119403,0.0791627805,0.3743013131,0.0460341137,0.002,0.145,0.253,0.006,0.594,0.762,0.107,0.131,0.7931157351,0.0,0.0,0.0252221655,0.0,0.0,0.068289198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
4,81,3,2,0.298,0.508,0.194,0.1548169422,0.3497004851,0.1416961266,0.095814814,0.1326524609,0.1253191712,0.029,0.217,0.224,0.128,0.403,0.186,0.762,0.052,0.1139414608,0.0,0.5089564323,0.0748203769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
1,100,4,1,0.776,0.145,0.079,0.0264041027,0.1589728469,0.1314334359,0.4844963902,0.1280936762,0.0705995481,0.097,0.027,0.3,0.009,0.567,0.834,0.108,0.058,0.3496541083,0.0,0.2643969953,0.1822094917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2,105,4,2,0.819,0.153,0.029,0.053452038,0.45546329,0.2301506068,0.0505016349,0.1491276892,0.0613047411,0.01,0.101,0.3,0.008,0.581,0.707,0.095,0.198,0.2620050907,0.0,0.322488904,0.2414852381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3,111,4,1,0.978,0.02,0.002,0.0141862127,0.1756837748,0.6536632614,0.0129770534,0.1252150813,0.0182746163,0.002,0.073,0.246,0.002,0.677,0.901,0.007,0.092,0.5134171844,0.0,0.0,0.0,0.0,0.0608664714,0.2806133926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
4,105,4,2,0.613,0.27,0.117,0.2385987301,0.1280138139,0.2748324557,0.0464682267,0.0910524085,0.221034365,0.025,0.066,0.209,0.065,0.635,0.205,0.184,0.612,0.8542657495,0.0257961322,0.0,0.0,0.0,0.0,0.0880298913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1,114,3,1,0.892,0.1,0.009,0.0156983892,0.5776199322,0.29782342,0.0152898066,0.0556364549,0.0379319971,0.017,0.101,0.29,0.003,0.589,0.826,0.076,0.098,0.809751153,0.0,0.0,0.0892928913,0.0,0.0294227712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
2,14,3,2,0.297,0.702,0.001,0.0184744861,0.3745327478,0.431361785,0.0839422873,0.0571455597,0.034543134,0.0,0.993,0.006,0.0,0.001,0.0,0.0,0.0,0.1740267873,0.0,0.6235735416,0.0,0.0,0.0,0.0,0.0,0.0,0.1096399128,0.0,0.0,0.0,0.0,0.0,0.0,30
3,199,3,1,0.929,0.065,0.006,0.0127493412,0.362213761,0.3679102522,0.0375136309,0.1733969351,0.0462160796,0.003,0.511,0.239,0.001,0.245,0.0,0.0,0.0,0.4692745805,0.0,0.0,0.0,0.0,0.0,0.2450252771,0.1374619901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
4,78,3,2,0.864,0.115,0.02,0.019863902,0.4719827966,0.3979299649,0.007668324,0.0500320571,0.0525229555,0.008,0.177,0.223,0.003,0.589,0.883,0.037,0.079,0.4911089838,0.0,0.0,0.0,0.2211793363,0.0,0.1581823826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
1,1,3,1,0.036,0.677,0.287,0.3067539889,0.1429379205,0.1190249685,0.0932815631,0.0861819627,0.2518195963,0.219,0.052,0.125,0.568,0.037,0.0,0.0,0.0,0.4309699535,0.0,0.1456152946,0.083114855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
2,28,3,2,0.29,0.705,0.005,0.0571569684,0.3744211603,0.2593326572,0.0729675488,0.118016397,0.1181052682,0.0,0.977,0.017,0.0,0.006,0.0,0.0,0.0,0.1606649607,0.0,0.0,0.1852101982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2145160288,14
3,38,3,1,0.239,0.437,0.324,0.2529808165,0.2615573413,0.1062380236,0.029689231,0.0506947631,0.2988398246,0.011,0.162,0.246,0.172,0.408,0.079,0.381,0.54,0.6965458393,0.0,0.0,0.0629589558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126269564,0.0,14
4,24,3,2,0.039,0.229,0.732,0.252043423,0.1462324143,0.1316704569,0.0908853507,0.0534376163,0.3257307388,0.002,0.169,0.389,0.059,0.38,0.0,0.0,0.0,0.1637477875,0.0,0.0,0.1298559606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5566207767,0.0,14
1,75,4,1,0.825,0.164,0.011,0.0102418498,0.4624348923,0.3952228767,0.0055974215,0.1059840799,0.0205188797,0.014,0.129,0.463,0.002,0.393,0.0,0.0,0.0,0.0826570615,0.0,0.0,0.8044020534,0.0390154794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2,45,4,2,0.879,0.119,0.001,0.0110948916,0.4372406593,0.2178378185,0.0449255174,0.2592309616,0.0296701516,0.001,0.453,0.182,0.002,0.363,0.0,0.0,0.0,0.0264151189,0.0,0.0217788666,0.8964778781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3,125,4,1,0.893,0.094,0.013,0.0382312121,0.3912918781,0.3768322836,0.0238805534,0.1296097249,0.040154348,0.009,0.163,0.17,0.012,0.646,0.753,0.057,0.19,0.0822237432,0.0,0.0701034218,0.6829546094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
4,71,4,2,0.665,0.251,0.084,0.0697972969,0.1836596491,0.130657909,0.2574058114,0.2581724157,0.100306918,0.06,0.092,0.336,0.02,0.492,0.698,0.231,0.071,0.0,0.0,0.3633534908,0.4679097235,0.0,0.0454703085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
5,71,4,1,0.992,0.007,0.0,0.0032317486,0.6209605468,0.2302121809,0.0080555868,0.1327657622,0.0047741748,0.006,0.055,0.176,0.001,0.763,0.968,0.004,0.028,0.0,0.0,0.3180096745,0.2255568653,0.0,0.2131954581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
1,79,4,1,0.329,0.279,0.392,0.1876818042,0.3122886823,0.1835519423,0.0623789586,0.1194408248,0.1346577877,0.001,0.027,0.387,0.008,0.578,0.09,0.047,0.863,0.3393462598,0.0,0.1227573454,0.4524341524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2,30,4,2,0.031,0.28,0.689,0.3085465314,0.2107641948,0.0482007296,0.0450510156,0.1377631526,0.2496743761,0.007,0.063,0.601,0.04,0.289,0.0,0.0,0.0,0.109780781,0.0,0.0,0.7591862679,0.0,0.0515683182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3,76,4,1,0.109,0.371,0.52,0.3186675618,0.1398084916,0.1328285865,0.0290808281,0.0421599025,0.3374546295,0.025,0.002,0.599,0.039,0.335,0.0,0.0,0.0,0.3451149166,0.0,0.0,0.5818725824,0.0,0.0,0.0311275348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
4,82,4,2,0.189,0.426,0.384,0.3193242803,0.2437897955,0.1324910312,0.0,0.0546168519,0.249778041,0.012,0.03,0.428,0.014,0.516,0.052,0.05,0.898,0.0941347107,0.0,0.0,0.7150797844,0.0,0.0,0.0472050309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1,131,5,1,0.543,0.371,0.086,0.120054916,0.3206743867,0.1784190666,0.036769273,0.13399494,0.2100874177,0.037,0.285,0.248,0.061,0.369,0.361,0.273,0.366,0.1463883966,0.8035882711,0.0,0.0,0.0,0.0,0.0205180049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2,77,5,2,0.813,0.175,0.012,0.0373111659,0.2169098919,0.2733618675,0.1091484104,0.3331566147,0.0301120496,0.003,0.257,0.282,0.005,0.453,0.857,0.056,0.087,0.4820623994,0.0,0.0,0.2492316216,0.0,0.0,0.1285110712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3,84,5,1,0.385,0.501,0.114,0.2035475584,0.2139761236,0.1614650709,0.0556680191,0.2245993119,0.140743916,0.007,0.104,0.424,0.016,0.449,0.315,0.077,0.608,0.9008105993,0.0,0.0,0.0425950997,0.0,0.0,0.0314360596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4,93,5,2,0.328,0.521,0.151,0.5181189729,0.0884543073,0.0614623777,0.0465371805,0.0749358467,0.2104913148,0.039,0.018,0.252,0.014,0.677,0.186,0.463,0.351,0.4199513197,0.0,0.2363324016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2297277749,9
1,62,4,1,0.83,0.155,0.015,0.0074855161,0.0879496316,0.1785695536,0.1249554685,0.585317038,0.0157227922,0.003,0.078,0.158,0.001,0.761,0.963,0.021,0.016,0.1297025234,0.0,0.039903257,0.0,0.0,0.0,0.0,0.0,0.7340417504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2,63,4,2,0.96,0.037,0.003,0.1317158914,0.1045705441,0.3267261047,0.0531999468,0.3695420026,0.0142455104,0.002,0.264,0.188,0.003,0.543,0.969,0.021,0.01,0.1886866242,0.0,0.0,0.3357540071,0.0,0.0,0.3007745445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
3,122,4,1,0.914,0.072,0.014,0.0243256235,0.2544594388,0.5844470292,0.0273161465,0.0888028732,0.0206488887,0.006,0.059,0.205,0.002,0.729,0.904,0.013,0.083,0.182163313,0.0,0.0,0.7727492452,0.0,0.0,0.0,0.0,0.0,0.0169263855,0.0,0.0,0.0,0.0,0.0,0.0,27
4,20,4,2,0.159,0.587,0.254,0.2312290475,0.1673143439,0.2109090739,0.0532928969,0.1492409161,0.1880137216,0.004,0.066,0.225,0.019,0.686,0.038,0.069,0.893,0.1589027047,0.0,0.0,0.737273097,0.0,0.0,0.0298304725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
1,46,5,1,0.722,0.228,0.05,0.1329965679,0.1495606301,0.1750467538,0.1473471593,0.2812708081,0.1137780808,0.035,0.097,0.417,0.018,0.433,0.603,0.112,0.285,0.8949937224,0.0,0.0,0.0206487142,0.0,0.0,0.0243178066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
2,51,5,2,0.896,0.103,0.001,0.0132412469,0.3716405417,0.4355406387,0.0136478986,0.1561410596,0.0097886144,0.001,0.63,0.123,0.0,0.246,0.0,0.0,0.0,0.0,0.0,0.0483314991,0.8236548305,0.0,0.0909480453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
3,78,5,1,0.964,0.035,0.001,0.0108193939,0.1828832333,0.3798800155,0.0372852229,0.3751679613,0.013964173,0.001,0.669,0.063,0.0,0.266,0.0,0.0,0.0,0.970094502,0.0,0.0065752715,0.0,0.0,0.0,0.0,0.0,0.0,0.0152099794,0.0,0.0,0.0,0.0,0.0,0.0,15
4,51,5,2,0.003,0.036,0.962,0.6117774173,0.0771302734,0.0519423933,0.0018599976,0.0332178182,0.2240721003,0.027,0.011,0.33,0.013,0.618,0.0,0.001,0.998,0.0421893336,0.0,0.0614068992,0.819706738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
1,98,4,1,0.663,0.22,0.117,0.0355749863,0.1777634668,0.3460371553,0.1289924992,0.2098835967,0.1017482956,0.03,0.091,0.221,0.033,0.625,0.794,0.138,0.068,0.5604851246,0.0,0.0,0.2093217224,0.0,0.0,0.0,0.0,0.1192691401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
